id_aluna,dt_feed,age_a,motivo_n_dirige,dif_area,tot_aulas,id_inst,nota_inst,nota_escola,feed,nota
0212e158,2024-09-03,29,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),12,Aline dos Santos,4.0,4.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Aline dos Santos!
7d2afa5f,2025-10-03,45,Ansiedade geral / Pânico,Controle de embreagem (Subidas),9,Giovana Cordeiro,4.0,4.0,Positivo,
da4e036b,2024-06-30,45,Trauma (acidente anterior),Controle de embreagem (Subidas),16,Maria Eduarda,4.0,4.0,Positivo,A instrutora Maria Eduarda tem uma energia ótima e tornou as aulas leves e divertidas.
505a623a,2025-08-15,45,Medo de errar e ser julgada,Manobras em geral (Ré),7,Giovana Cordeiro,3.0,2.0,Negativo,Terminei o pacote de aulas me sentindo mais insegura do que comecei.
51f438e2,2025-09-07,38,Insegurança em rodovias/velocidade,Dirigir em rodovias,9,Maria Eduarda,5.0,5.0,Positivo,
e4790df4,2025-04-23,39,Trauma (acidente anterior),Manobras em geral (Ré),8,Fatima Reis,3.0,3.0,Negativo,"A Fatima Reis ficava freando o carro por mim, não me deixou aprender."
bec168d4,2023-03-07,42,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),19,Aline dos Santos,5.0,5.0,Positivo,"A Aline dos Santos não gritou, não foi irônica. Foi 100% apoio."
670b485f,2024-06-14,36,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),20,Sueli Lopes,5.0,5.0,Positivo,A instrutora Sueli Lopes me deu dicas que vou levar para a vida.
bf670b80,2025-05-10,35,Ansiedade geral / Pânico,Manobras em geral (Ré),8,Giovana Cordeiro,5.0,4.0,Positivo,A instrutora Giovana Cordeiro foi incrível! Super paciente e me devolveu a confiança.
f39a083c,2025-10-26,46,Ansiedade geral / Pânico,Dirigir à noite / Chuva,17,Aline dos Santos,5.0,5.0,Positivo,Consegui vencer meu trauma. A Aline dos Santos foi fundamental nesse processo.
c09d4030,2023-03-25,52,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),11,Maria Eduarda,,4.0,,O carro com direção hidráulica e ar fez toda a diferença.
824298df,2025-02-08,41,Trauma (acidente anterior),Dirigir em rodovias,16,Fatima Reis,5.0,5.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
1a7018cf,2024-05-31,39,Insegurança em rodovias/velocidade,Estacionar (Baliza/Vaga de shopping),16,Giovana Cordeiro,,4.0,,"Achei que nunca mais ia dirigir, mas o método da Giovana Cordeiro funciona. Estou feliz!"
4e9bae7c,2024-06-18,28,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,13,Maria Eduarda,4.0,,Positivo,Recomendo a Maria Eduarda para qualquer pessoa que tenha pânico de dirigir.
a85a75ef,2023-05-25,42,Insegurança em rodovias/velocidade,Dirigir em rodovias,9,Fatima Reis,4.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
86c17ab4,2023-03-01,54,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),14,Maria Eduarda,5.0,,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
4dc8017e,2023-08-22,55,Trauma (acidente anterior),Dirigir à noite / Chuva,19,Maria Eduarda,5.0,4.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Maria Eduarda funciona. Estou feliz!"
d9b5321b,2024-08-26,36,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),12,Maria Eduarda,,4.0,,
3e13e97e,2024-11-13,51,Trauma (acidente anterior),Controle de embreagem (Subidas),14,Maria Eduarda,5.0,5.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
8f9e6870,2024-11-12,54,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),8,Fatima Reis,3.0,3.0,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
4bdc2a56,2025-06-05,30,Medo de errar e ser julgada,Dirigir em rodovias,13,Aline dos Santos,5.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
7c6b4b69,2023-10-11,39,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),17,Giovana Cordeiro,,5.0,,O carro com direção hidráulica e ar fez toda a diferença.
09c56fdb,2023-03-07,55,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),17,Maria Eduarda,5.0,4.0,Positivo,"Em apenas 5 aulas com a Maria Eduarda, minha evolução foi gigantesca."
963e7f3b,2024-06-10,22,Insegurança em rodovias/velocidade,Manobras em geral (Ré),5,Fatima Reis,3.0,3.0,Negativo,
2bbd6585,2024-12-18,22,Medo de ladeiras/subidas,Dirigir em rodovias,11,Maria Eduarda,5.0,5.0,Positivo,
90815781,2023-12-26,49,Trauma (acidente anterior),Controle de embreagem (Subidas),9,Aline dos Santos,4.0,5.0,Positivo,
83bbceda,2023-02-21,37,Ansiedade geral / Pânico,Dirigir em rodovias,19,Maria Eduarda,5.0,4.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
4fa7c4dd,2025-02-24,37,Trauma (acidente anterior),Dirigir à noite / Chuva,17,Sueli Lopes,4.0,5.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
d3aa42dd,2024-08-28,23,Trânsito intenso / Agressividade,Manobras em geral (Ré),19,Fatima Reis,5.0,5.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Fatima Reis foram perfeitas."
7b266f69,2025-02-27,52,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),10,Aline dos Santos,4.0,,Positivo,
4f98f7b3,2025-01-11,37,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),9,Sueli Lopes,4.0,4.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
4b9b0f30,2024-03-25,54,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),12,Maria Eduarda,4.0,5.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
fc734d1a,2023-03-04,41,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),10,Maria Eduarda,4.0,5.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
c457c8a4,2024-08-28,40,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),12,Sueli Lopes,5.0,5.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
3a0d967f,2024-03-13,29,Ansiedade geral / Pânico,Dirigir à noite / Chuva,12,Giovana Cordeiro,5.0,5.0,Positivo,"A instrutora Giovana Cordeiro é calma, simpática e passa muita tranquilidade."
df0f1ccc,2024-01-26,32,Trauma (acidente anterior),Manobras em geral (Ré),9,Aline dos Santos,4.0,4.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
2f781b9d,2024-05-08,54,Medo de errar e ser julgada,Dirigir à noite / Chuva,8,Sueli Lopes,4.0,5.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
9ec0f6f9,2025-10-29,46,Trauma (acidente anterior),Dirigir à noite / Chuva,16,Giovana Cordeiro,4.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
7b4ef072,2023-01-25,42,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),18,Fatima Reis,5.0,5.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Fatima Reis foram perfeitas."
e763469f,2023-04-24,39,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),9,Sueli Lopes,4.0,5.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Sueli Lopes.
9cfc292a,2024-12-08,41,Insegurança em rodovias/velocidade,Dirigir em rodovias,5,Fatima Reis,1.0,2.0,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
f05fc313,2024-08-19,44,Trânsito intenso / Agressividade,Manobras em geral (Ré),8,Fatima Reis,3.0,4.0,Negativo,Cancelei uma aula com 24h de antecedência e mesmo assim a escola me cobrou.
a4454fd4,2024-01-01,52,Medo de errar e ser julgada,Controle de embreagem (Subidas),8,Aline dos Santos,4.0,5.0,Positivo,A instrutora Aline dos Santos foi incrível! Super paciente e me devolveu a confiança.
a1babb20,2025-04-30,37,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),17,Giovana Cordeiro,5.0,5.0,Positivo,A Giovana Cordeiro me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
c4f12690,2025-08-13,47,Medo de errar e ser julgada,Manobras em geral (Ré),10,Aline dos Santos,,4.0,,
76067457,2025-11-02,54,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),18,Sueli Lopes,4.0,5.0,Positivo,"Didática excelente da Sueli Lopes, me senti segura desde a primeira aula."
8b2ff3e9,2023-11-02,55,Insegurança em rodovias/velocidade,Dirigir em rodovias,6,Fatima Reis,2.0,3.0,Negativo,O carro da aula estava com cheiro ruim e parecia sujo.
968653d5,2023-07-18,53,Medo de ladeiras/subidas,Dirigir à noite / Chuva,20,Giovana Cordeiro,4.0,5.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
0e960d99,2025-02-22,22,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),13,Maria Eduarda,5.0,5.0,Positivo,A instrutora Maria Eduarda me deu dicas que vou levar para a vida.
70c6c351,2025-05-11,32,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),20,Maria Eduarda,,5.0,,A instrutora Maria Eduarda me deu dicas que vou levar para a vida.
64844a00,2025-05-09,37,Ansiedade geral / Pânico,Dirigir em rodovias,8,Maria Eduarda,,4.0,,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Maria Eduarda.
4b3024b0,2024-08-05,36,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),19,Giovana Cordeiro,4.0,4.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
a7e6c174,2024-07-14,22,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),9,Fatima Reis,1.0,,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
cccdf4b0,2024-07-26,28,Insegurança em rodovias/velocidade,Estacionar (Baliza/Vaga de shopping),19,Maria Eduarda,5.0,4.0,Positivo,
c0dde56a,2025-03-20,45,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),20,Sueli Lopes,5.0,5.0,Positivo,
d86836e2,2023-07-12,45,Medo de ladeiras/subidas,Dirigir em rodovias,11,Sueli Lopes,4.0,5.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
75f05309,2025-05-03,22,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),19,Giovana Cordeiro,4.0,5.0,Positivo,A instrutora Giovana Cordeiro tem uma energia ótima e tornou as aulas leves e divertidas.
bd149cb3,2025-07-11,25,Ansiedade geral / Pânico,Dirigir à noite / Chuva,17,Aline dos Santos,5.0,4.0,Positivo,"A instrutora Aline dos Santos é calma, simpática e passa muita tranquilidade."
868c5dcb,2024-11-13,38,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),3,Fatima Reis,3.0,,Negativo,A Fatima Reis falava muito da vida pessoal dela e pouco sobre direção.
f7781af0,2025-01-29,32,Medo de errar e ser julgada,Dirigir à noite / Chuva,3,Fatima Reis,1.0,4.0,Negativo,
33b0a54c,2024-09-17,35,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),10,Fatima Reis,1.0,3.0,Negativo,"A Fatima Reis ficava freando o carro por mim, não me deixou aprender."
d0a3afab,2023-04-22,50,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),5,Fatima Reis,3.0,4.0,Negativo,"Pedi para treinar em rodovia e a Fatima Reis desconversou, disse que não precisava."
c653ca22,2024-07-17,24,Ansiedade geral / Pânico,Dirigir à noite / Chuva,14,Aline dos Santos,4.0,,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
ae2409c3,2024-06-03,53,Trauma (acidente anterior),Dirigir à noite / Chuva,18,Aline dos Santos,4.0,4.0,Positivo,"Didática excelente da Aline dos Santos, me senti segura desde a primeira aula."
9b487668,2025-07-01,42,Trânsito intenso / Agressividade,Manobras em geral (Ré),16,Giovana Cordeiro,5.0,,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Giovana Cordeiro.
9348cc55,2023-10-06,52,Medo de ladeiras/subidas,Dirigir à noite / Chuva,13,Giovana Cordeiro,4.0,,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
c4676a62,2023-09-26,43,Ansiedade geral / Pânico,Estacionar (Baliza/Vaga de shopping),13,Giovana Cordeiro,4.0,5.0,Positivo,"Didática excelente da Giovana Cordeiro, me senti segura desde a primeira aula."
7c138003,2025-05-05,50,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,7,Fatima Reis,3.0,2.0,Negativo,O carro que usei na aula era muito velho e a direção era dura.
9b6b63b1,2024-06-05,38,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),17,Sueli Lopes,4.0,4.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
3a83b79b,2023-07-27,34,Medo de ladeiras/subidas,Controle de embreagem (Subidas),11,Maria Eduarda,4.0,,Positivo,Recomendo a Maria Eduarda para qualquer pessoa que tenha pânico de dirigir.
11023308,2025-01-28,37,Ansiedade geral / Pânico,Dirigir em rodovias,11,Aline dos Santos,4.0,4.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
518257ec,2024-07-16,30,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),9,Giovana Cordeiro,,5.0,,"O atendimento da escola foi ótimo, e as aulas com a Giovana Cordeiro foram perfeitas."
d3386127,2023-12-06,30,Insegurança em rodovias/velocidade,Manobras em geral (Ré),9,Fatima Reis,3.0,2.0,Negativo,Faltou empatia. A Fatima Reis disse que 'era só dirigir' e que meu medo era bobo.
001c4547,2024-09-21,22,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),19,Aline dos Santos,5.0,4.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Aline dos Santos por toda a paciência!
e1ba4b05,2023-09-24,52,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),16,Aline dos Santos,,4.0,,"Em apenas 5 aulas com a Aline dos Santos, minha evolução foi gigantesca."
bbd0752f,2024-02-19,54,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),3,Fatima Reis,2.0,2.0,Negativo,Não senti que evoluí. A Fatima Reis não entendeu meu medo real.
568c7d6b,2025-10-31,47,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),19,Maria Eduarda,4.0,4.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
c34032ba,2025-04-16,46,Insegurança em rodovias/velocidade,Manobras em geral (Ré),12,Giovana Cordeiro,,5.0,,
0a07faf7,2024-07-21,47,Medo de ladeiras/subidas,Manobras em geral (Ré),9,Fatima Reis,1.0,2.0,Negativo,Instrutora Fatima Reis chegou atrasada e não pareceu se importar.
e43b660d,2025-03-01,26,Ansiedade geral / Pânico,Manobras em geral (Ré),17,Fatima Reis,,4.0,,"Didática excelente da Fatima Reis, me senti segura desde a primeira aula."
3c598ec1,2023-07-07,43,Ansiedade geral / Pânico,Controle de embreagem (Subidas),11,Maria Eduarda,5.0,4.0,Positivo,"Didática excelente da Maria Eduarda, me senti segura desde a primeira aula."
6ae5a07c,2025-04-05,46,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,16,Giovana Cordeiro,5.0,4.0,Positivo,
43058291,2024-11-10,25,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,17,Aline dos Santos,5.0,5.0,Positivo,
ae5c61c3,2023-06-23,35,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),16,Aline dos Santos,4.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
ee1b07b9,2023-03-27,33,Medo de errar e ser julgada,Dirigir em rodovias,10,Fatima Reis,2.0,3.0,Negativo,
62d2b867,2024-12-24,52,Medo de errar e ser julgada,Dirigir em rodovias,11,Sueli Lopes,4.0,4.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
af482f71,2023-12-12,54,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),19,Giovana Cordeiro,5.0,5.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Giovana Cordeiro funciona. Estou feliz!"
d5c01126,2025-07-15,43,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),8,Aline dos Santos,5.0,,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
1469d0c9,2023-09-24,41,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,16,Sueli Lopes,5.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
37674e6b,2025-02-06,38,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),17,Sueli Lopes,5.0,5.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
528a5479,2025-09-22,47,Insegurança em rodovias/velocidade,Manobras em geral (Ré),17,Giovana Cordeiro,5.0,4.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
cb3a2265,2024-05-20,54,Falta de prática (anos sem dirigir),Dirigir em rodovias,12,Aline dos Santos,5.0,4.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
6f23ba6f,2023-12-01,31,Trauma (acidente anterior),Controle de embreagem (Subidas),10,Aline dos Santos,4.0,4.0,Positivo,
cd440676,2024-03-06,35,Medo de ladeiras/subidas,Manobras em geral (Ré),14,Maria Eduarda,4.0,4.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
2bd1b9d1,2024-03-22,46,Insegurança em rodovias/velocidade,Manobras em geral (Ré),9,Maria Eduarda,,4.0,,
5643824e,2023-11-27,44,Ansiedade geral / Pânico,Manobras em geral (Ré),19,Maria Eduarda,5.0,5.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
78ed00b3,2024-02-29,45,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,3,Fatima Reis,3.0,3.0,Negativo,Tentei reagendar e o atendimento da escola foi muito inflexível.
aeb57293,2024-12-15,30,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),16,Maria Eduarda,4.0,5.0,Positivo,A instrutora Maria Eduarda foi incrível! Super paciente e me devolveu a confiança.
8d70bb23,2024-01-01,53,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),17,Maria Eduarda,5.0,,Positivo,
79d3784c,2024-07-28,28,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),6,Fatima Reis,,2.0,,Não senti segurança no método da Fatima Reis. Muito fraco.
e1b24c19,2024-09-03,30,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,17,Aline dos Santos,4.0,5.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
29749392,2023-07-06,33,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),17,Maria Eduarda,4.0,4.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
e24483c6,2023-08-23,40,Medo de errar e ser julgada,Controle de embreagem (Subidas),13,Aline dos Santos,5.0,4.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
e0b8427e,2024-06-30,50,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),12,Giovana Cordeiro,4.0,4.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Giovana Cordeiro funciona. Estou feliz!"
c4cd796c,2023-01-18,38,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,9,Fatima Reis,3.0,3.0,Negativo,
369a50b9,2025-09-04,53,Trauma (acidente anterior),Dirigir à noite / Chuva,11,Maria Eduarda,4.0,5.0,Positivo,
2e6d8263,2025-04-13,55,Insegurança em rodovias/velocidade,Dirigir em rodovias,16,Sueli Lopes,,5.0,,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
5b06b2c9,2025-07-28,42,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),16,Maria Eduarda,5.0,,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
4411566e,2025-09-15,32,Medo de errar e ser julgada,Dirigir à noite / Chuva,19,Giovana Cordeiro,5.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
166f798b,2023-02-03,31,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),8,Fatima Reis,4.0,4.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
4b90a5f8,2023-09-17,23,Falta de prática (anos sem dirigir),Dirigir em rodovias,17,Maria Eduarda,,4.0,,"Didática excelente da Maria Eduarda, me senti segura desde a primeira aula."
15f5532d,2025-02-07,25,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),6,Sueli Lopes,2.0,,Negativo,Faltou empatia. A Sueli Lopes disse que 'era só dirigir' e que meu medo era bobo.
2882f50b,2024-10-17,49,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),20,Giovana Cordeiro,4.0,5.0,Positivo,
bd7b11bc,2023-10-08,40,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),12,Aline dos Santos,,4.0,,A instrutora Aline dos Santos me deu dicas que vou levar para a vida.
7374b3fc,2024-06-06,31,Trauma (acidente anterior),Controle de embreagem (Subidas),17,Sueli Lopes,4.0,5.0,Positivo,
9d38f9a3,2024-12-30,45,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),3,Fatima Reis,2.0,2.0,Negativo,"Ela não teve paciência com meu trauma, só queria que eu acelerasse."
fae482fb,2024-06-16,49,Medo de errar e ser julgada,Dirigir à noite / Chuva,17,Sueli Lopes,5.0,5.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Sueli Lopes.
00bc25dd,2023-12-05,48,Ansiedade geral / Pânico,Manobras em geral (Ré),12,Giovana Cordeiro,4.0,4.0,Positivo,Consegui vencer meu trauma. A Giovana Cordeiro foi fundamental nesse processo.
6df03990,2023-12-03,33,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,20,Maria Eduarda,,5.0,,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
cf3fee7b,2023-11-22,25,Falta de prática (anos sem dirigir),Dirigir em rodovias,9,Fatima Reis,4.0,4.0,Positivo,"Didática excelente da Fatima Reis, me senti segura desde a primeira aula."
87cbcb2c,2023-08-29,41,Ansiedade geral / Pânico,Manobras em geral (Ré),18,Maria Eduarda,5.0,4.0,Positivo,
134930ef,2024-12-20,48,Trânsito intenso / Agressividade,Manobras em geral (Ré),6,Fatima Reis,3.0,3.0,Negativo,O carro da aula estava com cheiro ruim e parecia sujo.
3f8c614a,2023-02-05,36,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,13,Aline dos Santos,4.0,5.0,Positivo,Consegui vencer meu trauma. A Aline dos Santos foi fundamental nesse processo.
9c473bd5,2023-04-21,51,Falta de prática (anos sem dirigir),Manobras em geral (Ré),14,Giovana Cordeiro,5.0,4.0,Positivo,"Em apenas 5 aulas com a Giovana Cordeiro, minha evolução foi gigantesca."
b57b3ff1,2023-05-29,53,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),20,Giovana Cordeiro,,4.0,,Recomendo a Giovana Cordeiro para qualquer pessoa que tenha pânico de dirigir.
4c8d19d2,2023-12-05,25,Ansiedade geral / Pânico,Manobras em geral (Ré),19,Giovana Cordeiro,4.0,5.0,Positivo,
12f84cf3,2024-02-17,22,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,3,Fatima Reis,3.0,4.0,Negativo,
27c43027,2023-06-19,34,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),18,Giovana Cordeiro,5.0,5.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
439dcc9d,2023-02-28,48,Trauma (acidente anterior),Dirigir à noite / Chuva,8,Fatima Reis,2.0,4.0,Negativo,Não gostei da abordagem. Parecia que ela estava com pressa para terminar a aula.
043b0b17,2024-09-01,33,Trânsito intenso / Agressividade,Dirigir em rodovias,11,Giovana Cordeiro,4.0,5.0,Positivo,
ba6cde76,2024-08-11,30,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,14,Sueli Lopes,5.0,,Positivo,
5e1b4156,2023-07-02,29,Medo de ladeiras/subidas,Controle de embreagem (Subidas),14,Maria Eduarda,4.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
1573a3e1,2024-07-03,31,Trauma (acidente anterior),Dirigir em rodovias,9,Maria Eduarda,2.0,,Negativo,A Maria Eduarda falava muito da vida pessoal dela e pouco sobre direção.
14e6ee50,2023-06-03,24,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),9,Aline dos Santos,3.0,,Negativo,"A Aline dos Santos ficava freando o carro por mim, não me deixou aprender."
622e90af,2025-05-19,51,Medo de errar e ser julgada,Controle de embreagem (Subidas),17,Sueli Lopes,4.0,5.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
25921ef7,2025-09-15,41,Medo de errar e ser julgada,Trânsito intenso (Mudar de faixa),19,Sueli Lopes,5.0,4.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Sueli Lopes foram perfeitas."
c6890272,2023-07-16,22,Trauma (acidente anterior),Dirigir à noite / Chuva,20,Sueli Lopes,4.0,5.0,Positivo,
3051cd8e,2023-01-12,35,Trauma (acidente anterior),Dirigir à noite / Chuva,16,Aline dos Santos,5.0,5.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
985b1ee3,2024-08-10,24,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),12,Giovana Cordeiro,5.0,5.0,Positivo,
3d99ae8e,2025-05-03,33,Insegurança em rodovias/velocidade,Estacionar (Baliza/Vaga de shopping),8,Aline dos Santos,5.0,5.0,Positivo,
9be5ecb9,2025-10-25,26,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),12,Sueli Lopes,5.0,4.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
6e757ac1,2024-06-27,54,Medo de ladeiras/subidas,Dirigir em rodovias,5,Sueli Lopes,3.0,2.0,Negativo,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
65b12cac,2024-11-30,39,Medo de errar e ser julgada,Dirigir em rodovias,15,Maria Eduarda,5.0,5.0,Positivo,
62238967,2025-03-07,26,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),20,Giovana Cordeiro,5.0,4.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Giovana Cordeiro foram perfeitas."
b9ae6457,2023-07-21,37,Medo de errar e ser julgada,Dirigir em rodovias,8,Giovana Cordeiro,4.0,5.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
03937731,2023-10-25,44,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,3,Giovana Cordeiro,2.0,3.0,Negativo,
d98a3d7d,2025-09-03,43,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),14,Giovana Cordeiro,5.0,4.0,Positivo,
5c48a993,2023-03-09,49,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),19,Sueli Lopes,5.0,4.0,Positivo,"Didática excelente da Sueli Lopes, me senti segura desde a primeira aula."
